"bom_id","parent_item_number","component_item_number","quantity","quantity_unit","sequence_number","supply_type","sourcing_type","supplier_code","supplier_part_number","lead_time_days","effective_date","expiration_date","is_active","is_optional","is_phantom","scrap_factor","yield_factor","setup_time_minutes","cycle_time_minutes","labor_hours","tooling_required","special_instructions","quality_requirements","test_requirements","packaging_requirements","created_by","created_date","last_modified_by","last_modified_date","revision","approval_status","notes"
"BOM-015","ITEM-088","ITEM-298","56.43","EA","83","BUY","EXTERNAL","SUP001","SUP-PART-000954","14","2025-08-25","2026-04-28","true","true","true","0.015","0.997","81","19","4.1","SPECIAL","Instructions for ITEM-298","Quality requirements for ITEM-298","Test requirements for ITEM-298","Packaging requirements for ITEM-298","USER003","2025-08-05","USER005","2025-08-06","R1","DRAFT","Notes for BOM BOM-015"
"BOM-016","ITEM-052","ITEM-239","66.61","L","82","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000752","6","2025-10-11","2026-07-30","false","false","false","0.048","0.957","79","2","6.8","YES","Instructions for ITEM-239","Quality requirements for ITEM-239","Test requirements for ITEM-239","Packaging requirements for ITEM-239","USER005","2025-09-16","USER002","2025-09-20","R1","DRAFT","Notes for BOM BOM-016"
"BOM-047","ITEM-016","ITEM-217","23.84","KG","66","MAKE","DUAL_SOURCE","SUP001","SUP-PART-000388","23","2025-05-19","2025-08-26","false","false","false","0.076","0.981","109","5","5.9","NO","Instructions for ITEM-217","Quality requirements for ITEM-217","Test requirements for ITEM-217","Packaging requirements for ITEM-217","USER008","2025-05-14","USER002","2025-05-20","R2","DRAFT","Notes for BOM BOM-047"
"BOM-048","ITEM-099","ITEM-187","26.48","M","31","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000323","10","2025-05-08","2025-12-03","true","true","true","0.043","0.954","93","5","2.6","NO","Instructions for ITEM-187","Quality requirements for ITEM-187","Test requirements for ITEM-187","Packaging requirements for ITEM-187","USER001","2025-04-19","USER005","2025-04-20","R2","APPROVED","Notes for BOM BOM-048"
"BOM-024","ITEM-086","ITEM-299","67.94","EA","64","BUY","DUAL_SOURCE","SUP005","SUP-PART-000498","27","2025-10-05","2026-01-12","false","false","false","0.063","0.999","117","35","3.4","SPECIAL","Instructions for ITEM-299","Quality requirements for ITEM-299","Test requirements for ITEM-299","Packaging requirements for ITEM-299","USER007","2025-09-28","USER003","2025-09-29","R2","REJECTED","Notes for BOM BOM-024"
"BOM-043","ITEM-022","ITEM-163","1.91","EA","30","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000761","55","2025-04-28","2026-03-24","false","true","true","0.045","0.952","49","5","0.2","SPECIAL","Instructions for ITEM-163","Quality requirements for ITEM-163","Test requirements for ITEM-163","Packaging requirements for ITEM-163","USER003","2025-04-11","USER010","2025-04-20","R4","REJECTED","Notes for BOM BOM-043"
"BOM-001","ITEM-041","ITEM-351","56.05","KG","97","MAKE_OR_BUY","INTERNAL","SUP004","SUP-PART-000519","25","2025-07-06","2025-09-24","true","true","false","0.004","0.964","48","13","1.5","SPECIAL","Instructions for ITEM-351","Quality requirements for ITEM-351","Test requirements for ITEM-351","Packaging requirements for ITEM-351","USER010","2025-06-22","USER010","2025-06-28","R3","DRAFT","Notes for BOM BOM-001"
"BOM-001","ITEM-031","ITEM-243","66.26","KG","97","MAKE_OR_BUY","INTERNAL","SUP003","SUP-PART-000531","36","2025-08-22","2026-02-17","true","false","true","0.098","0.97","120","8","5.4","NO","Instructions for ITEM-243","Quality requirements for ITEM-243","Test requirements for ITEM-243","Packaging requirements for ITEM-243","USER008","2025-08-21","USER010","2025-08-24","R4","DRAFT","Notes for BOM BOM-001"
"BOM-025","ITEM-069","ITEM-118","24.28","EA","98","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000767","31","2025-09-03","2026-07-07","true","true","true","0.05","0.982","85","48","6.5","NO","Instructions for ITEM-118","Quality requirements for ITEM-118","Test requirements for ITEM-118","Packaging requirements for ITEM-118","USER006","2025-08-18","USER005","2025-08-28","R5","REJECTED","Notes for BOM BOM-025"
"BOM-038","ITEM-005","ITEM-191","82.9","L","18","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000785","32","2025-06-07","2025-10-10","false","false","true","0.034","0.965","94","40","2.5","SPECIAL","Instructions for ITEM-191","Quality requirements for ITEM-191","Test requirements for ITEM-191","Packaging requirements for ITEM-191","USER007","2025-05-12","USER002","2025-05-18","R2","PENDING","Notes for BOM BOM-038"
"BOM-010","ITEM-051","ITEM-402","98.68","M","80","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000903","30","2025-06-11","2026-01-14","true","true","true","0.042","0.967","77","47","4.6","YES","Instructions for ITEM-402","Quality requirements for ITEM-402","Test requirements for ITEM-402","Packaging requirements for ITEM-402","USER003","2025-05-16","USER005","2025-05-20","R2","APPROVED","Notes for BOM BOM-010"
"BOM-039","ITEM-002","ITEM-211","19.97","EA","72","MAKE_OR_BUY","DUAL_SOURCE","SUP004","SUP-PART-000400","41","2025-10-04","2025-12-07","false","false","false","0.046","0.952","7","17","0.6","YES","Instructions for ITEM-211","Quality requirements for ITEM-211","Test requirements for ITEM-211","Packaging requirements for ITEM-211","USER006","2025-09-04","USER005","2025-09-10","R3","DRAFT","Notes for BOM BOM-039"
"BOM-014","ITEM-094","ITEM-349","34.18","KG","55","MAKE","INTERNAL","SUP002","SUP-PART-000150","19","2025-07-08","2026-04-23","false","false","false","0.056","0.993","68","7","2.6","YES","Instructions for ITEM-349","Quality requirements for ITEM-349","Test requirements for ITEM-349","Packaging requirements for ITEM-349","USER007","2025-06-28","USER006","2025-07-06","R5","PENDING","Notes for BOM BOM-014"
"BOM-046","ITEM-054","ITEM-367","19.99","EA","12","MAKE","INTERNAL","SUP003","SUP-PART-000070","32","2025-08-28","2026-02-21","true","true","false","0.008","0.971","33","27","3.5","NO","Instructions for ITEM-367","Quality requirements for ITEM-367","Test requirements for ITEM-367","Packaging requirements for ITEM-367","USER010","2025-08-06","USER006","2025-08-09","R1","APPROVED","Notes for BOM BOM-046"
"BOM-015","ITEM-049","ITEM-495","77.64","L","39","MAKE_OR_BUY","DUAL_SOURCE","SUP001","SUP-PART-000158","55","2025-07-28","2026-04-07","true","false","true","0.062","0.963","13","34","0.2","YES","Instructions for ITEM-495","Quality requirements for ITEM-495","Test requirements for ITEM-495","Packaging requirements for ITEM-495","USER010","2025-07-11","USER005","2025-07-19","R5","PENDING","Notes for BOM BOM-015"
"BOM-042","ITEM-029","ITEM-173","2.41","KG","3","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000876","4","2025-09-04","2026-02-07","true","true","true","0.065","0.979","63","40","1.5","YES","Instructions for ITEM-173","Quality requirements for ITEM-173","Test requirements for ITEM-173","Packaging requirements for ITEM-173","USER010","2025-08-14","USER001","2025-08-23","R3","APPROVED","Notes for BOM BOM-042"
"BOM-024","ITEM-096","ITEM-351","81.63","L","55","BUY","DUAL_SOURCE","SUP004","SUP-PART-000766","40","2025-09-20","2026-01-26","false","true","false","0.04","0.966","113","36","1.3","NO","Instructions for ITEM-351","Quality requirements for ITEM-351","Test requirements for ITEM-351","Packaging requirements for ITEM-351","USER006","2025-09-10","USER005","2025-09-16","R4","DRAFT","Notes for BOM BOM-024"
"BOM-023","ITEM-080","ITEM-281","28.35","L","70","BUY","EXTERNAL","SUP004","SUP-PART-000682","22","2025-06-11","2025-08-06","true","false","false","0.062","0.98","95","52","6.5","YES","Instructions for ITEM-281","Quality requirements for ITEM-281","Test requirements for ITEM-281","Packaging requirements for ITEM-281","USER007","2025-05-22","USER008","2025-06-01","R2","PENDING","Notes for BOM BOM-023"
"BOM-042","ITEM-077","ITEM-378","44.92","KG","3","BUY","INTERNAL","SUP004","SUP-PART-000125","10","2025-10-09","2026-01-26","false","true","true","0.07","0.979","6","59","3.1","YES","Instructions for ITEM-378","Quality requirements for ITEM-378","Test requirements for ITEM-378","Packaging requirements for ITEM-378","USER007","2025-09-27","USER004","2025-10-04","R4","APPROVED","Notes for BOM BOM-042"
"BOM-026","ITEM-047","ITEM-415","7.33","KG","37","BUY","EXTERNAL","SUP003","SUP-PART-000768","30","2025-07-16","2026-03-15","true","true","true","0.005","0.984","117","18","6.6","SPECIAL","Instructions for ITEM-415","Quality requirements for ITEM-415","Test requirements for ITEM-415","Packaging requirements for ITEM-415","USER009","2025-07-12","USER007","2025-07-18","R3","PENDING","Notes for BOM BOM-026"
"BOM-021","ITEM-065","ITEM-195","24.88","M","69","MAKE","EXTERNAL","SUP005","SUP-PART-000782","37","2025-09-22","2026-04-30","true","false","true","0.048","0.983","74","53","2.4","YES","Instructions for ITEM-195","Quality requirements for ITEM-195","Test requirements for ITEM-195","Packaging requirements for ITEM-195","USER001","2025-09-04","USER002","2025-09-05","R3","APPROVED","Notes for BOM BOM-021"
"BOM-015","ITEM-075","ITEM-134","96.16","L","85","MAKE_OR_BUY","EXTERNAL","SUP005","SUP-PART-000700","19","2025-06-13","2026-06-07","true","true","true","0.006","0.956","53","22","5.8","SPECIAL","Instructions for ITEM-134","Quality requirements for ITEM-134","Test requirements for ITEM-134","Packaging requirements for ITEM-134","USER002","2025-06-08","USER005","2025-06-16","R3","REJECTED","Notes for BOM BOM-015"
"BOM-017","ITEM-058","ITEM-274","85.82","M","92","MAKE_OR_BUY","EXTERNAL","SUP001","SUP-PART-000303","33","2025-06-27","2026-01-21","true","true","true","0.004","0.96","92","11","3.3","SPECIAL","Instructions for ITEM-274","Quality requirements for ITEM-274","Test requirements for ITEM-274","Packaging requirements for ITEM-274","USER008","2025-06-08","USER006","2025-06-14","R5","DRAFT","Notes for BOM BOM-017"
"BOM-015","ITEM-079","ITEM-377","22.46","M","54","BUY","DUAL_SOURCE","SUP003","SUP-PART-000516","31","2025-09-17","2025-12-26","false","false","false","0.038","0.981","112","7","2.7","YES","Instructions for ITEM-377","Quality requirements for ITEM-377","Test requirements for ITEM-377","Packaging requirements for ITEM-377","USER008","2025-08-26","USER007","2025-08-29","R3","APPROVED","Notes for BOM BOM-015"
"BOM-045","ITEM-092","ITEM-180","12.45","L","57","BUY","EXTERNAL","SUP004","SUP-PART-000946","19","2025-07-27","2026-01-02","false","true","false","0.043","0.991","28","48","7.0","YES","Instructions for ITEM-180","Quality requirements for ITEM-180","Test requirements for ITEM-180","Packaging requirements for ITEM-180","USER002","2025-06-27","USER008","2025-07-01","R5","APPROVED","Notes for BOM BOM-045"
"BOM-026","ITEM-065","ITEM-122","92.24","M","41","MAKE","DUAL_SOURCE","SUP001","SUP-PART-000385","10","2025-07-24","2026-07-21","false","false","false","0.046","0.995","7","50","1.9","SPECIAL","Instructions for ITEM-122","Quality requirements for ITEM-122","Test requirements for ITEM-122","Packaging requirements for ITEM-122","USER003","2025-07-07","USER006","2025-07-17","R2","DRAFT","Notes for BOM BOM-026"
"BOM-001","ITEM-035","ITEM-219","31.23","M","93","MAKE","EXTERNAL","SUP001","SUP-PART-000950","56","2025-09-26","2026-05-29","false","false","true","0.079","0.964","6","1","7.7","SPECIAL","Instructions for ITEM-219","Quality requirements for ITEM-219","Test requirements for ITEM-219","Packaging requirements for ITEM-219","USER001","2025-09-20","USER010","2025-09-27","R2","PENDING","Notes for BOM BOM-001"
"BOM-031","ITEM-029","ITEM-472","86.08","KG","47","BUY","DUAL_SOURCE","SUP004","SUP-PART-000761","57","2025-09-08","2026-08-01","true","false","true","0.036","0.977","78","10","2.2","NO","Instructions for ITEM-472","Quality requirements for ITEM-472","Test requirements for ITEM-472","Packaging requirements for ITEM-472","USER002","2025-08-15","USER001","2025-08-23","R4","PENDING","Notes for BOM BOM-031"
"BOM-007","ITEM-012","ITEM-316","84.38","M","41","BUY","DUAL_SOURCE","SUP001","SUP-PART-000082","29","2025-07-09","2026-04-18","true","true","false","0.019","0.993","73","60","5.5","SPECIAL","Instructions for ITEM-316","Quality requirements for ITEM-316","Test requirements for ITEM-316","Packaging requirements for ITEM-316","USER008","2025-06-11","USER007","2025-06-12","R4","PENDING","Notes for BOM BOM-007"
"BOM-022","ITEM-024","ITEM-166","98.64","KG","83","MAKE","INTERNAL","SUP003","SUP-PART-000626","24","2025-10-23","2026-09-28","true","false","false","0.009","0.962","70","2","7.4","SPECIAL","Instructions for ITEM-166","Quality requirements for ITEM-166","Test requirements for ITEM-166","Packaging requirements for ITEM-166","USER003","2025-09-27","USER005","2025-09-28","R5","PENDING","Notes for BOM BOM-022"
"BOM-040","ITEM-057","ITEM-489","17.15","KG","64","BUY","EXTERNAL","SUP004","SUP-PART-000099","47","2025-10-16","2025-12-21","false","false","false","0.087","0.987","21","53","6.5","YES","Instructions for ITEM-489","Quality requirements for ITEM-489","Test requirements for ITEM-489","Packaging requirements for ITEM-489","USER008","2025-10-09","USER004","2025-10-10","R2","DRAFT","Notes for BOM BOM-040"
"BOM-003","ITEM-019","ITEM-165","97.69","KG","45","BUY","INTERNAL","SUP005","SUP-PART-000562","13","2025-07-24","2026-03-22","true","true","true","0.096","0.966","50","43","5.8","YES","Instructions for ITEM-165","Quality requirements for ITEM-165","Test requirements for ITEM-165","Packaging requirements for ITEM-165","USER002","2025-07-20","USER004","2025-07-23","R1","REJECTED","Notes for BOM BOM-003"
"BOM-038","ITEM-081","ITEM-239","84.56","KG","95","MAKE","DUAL_SOURCE","SUP004","SUP-PART-000522","25","2025-07-09","2026-05-02","true","true","true","0.022","0.988","62","44","4.1","NO","Instructions for ITEM-239","Quality requirements for ITEM-239","Test requirements for ITEM-239","Packaging requirements for ITEM-239","USER007","2025-06-09","USER005","2025-06-10","R2","DRAFT","Notes for BOM BOM-038"
"BOM-018","ITEM-043","ITEM-274","37.06","EA","23","BUY","INTERNAL","SUP002","SUP-PART-000062","59","2025-06-13","2025-08-10","true","false","true","0.086","0.99","44","38","7.3","YES","Instructions for ITEM-274","Quality requirements for ITEM-274","Test requirements for ITEM-274","Packaging requirements for ITEM-274","USER007","2025-05-31","USER010","2025-06-07","R2","PENDING","Notes for BOM BOM-018"
"BOM-022","ITEM-086","ITEM-150","6.84","L","82","BUY","DUAL_SOURCE","SUP005","SUP-PART-000254","24","2025-06-29","2025-09-20","false","true","false","0.017","0.976","109","53","3.1","SPECIAL","Instructions for ITEM-150","Quality requirements for ITEM-150","Test requirements for ITEM-150","Packaging requirements for ITEM-150","USER003","2025-06-04","USER006","2025-06-13","R4","REJECTED","Notes for BOM BOM-022"
"BOM-036","ITEM-096","ITEM-153","21.99","M","75","BUY","INTERNAL","SUP001","SUP-PART-000272","32","2025-05-13","2025-08-19","true","true","false","0.094","0.986","27","10","6.1","SPECIAL","Instructions for ITEM-153","Quality requirements for ITEM-153","Test requirements for ITEM-153","Packaging requirements for ITEM-153","USER001","2025-04-29","USER002","2025-05-06","R1","APPROVED","Notes for BOM BOM-036"
"BOM-022","ITEM-049","ITEM-278","8.88","L","99","MAKE_OR_BUY","EXTERNAL","SUP005","SUP-PART-000556","11","2025-05-04","2025-11-30","true","false","true","0.092","0.966","17","3","1.5","YES","Instructions for ITEM-278","Quality requirements for ITEM-278","Test requirements for ITEM-278","Packaging requirements for ITEM-278","USER008","2025-04-16","USER007","2025-04-26","R3","DRAFT","Notes for BOM BOM-022"
"BOM-031","ITEM-024","ITEM-350","28.39","KG","6","BUY","EXTERNAL","SUP004","SUP-PART-000550","47","2025-08-09","2025-12-01","false","false","false","0.047","0.968","31","13","3.8","YES","Instructions for ITEM-350","Quality requirements for ITEM-350","Test requirements for ITEM-350","Packaging requirements for ITEM-350","USER010","2025-07-11","USER002","2025-07-13","R5","PENDING","Notes for BOM BOM-031"
"BOM-046","ITEM-090","ITEM-186","20.54","M","88","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000644","54","2025-10-14","2026-04-25","true","true","false","0.035","0.955","19","41","2.5","NO","Instructions for ITEM-186","Quality requirements for ITEM-186","Test requirements for ITEM-186","Packaging requirements for ITEM-186","USER004","2025-10-08","USER001","2025-10-16","R3","PENDING","Notes for BOM BOM-046"
"BOM-047","ITEM-038","ITEM-206","7.65","L","48","MAKE","EXTERNAL","SUP004","SUP-PART-000124","60","2025-07-27","2026-06-29","true","false","true","0.076","0.959","104","20","6.4","YES","Instructions for ITEM-206","Quality requirements for ITEM-206","Test requirements for ITEM-206","Packaging requirements for ITEM-206","USER009","2025-07-14","USER001","2025-07-20","R1","DRAFT","Notes for BOM BOM-047"
"BOM-049","ITEM-019","ITEM-219","63.99","EA","84","BUY","EXTERNAL","SUP003","SUP-PART-000365","7","2025-07-31","2026-02-26","false","true","false","0.085","0.977","22","43","1.3","NO","Instructions for ITEM-219","Quality requirements for ITEM-219","Test requirements for ITEM-219","Packaging requirements for ITEM-219","USER006","2025-07-15","USER005","2025-07-25","R5","REJECTED","Notes for BOM BOM-049"
"BOM-023","ITEM-060","ITEM-121","10.13","M","30","MAKE","EXTERNAL","SUP001","SUP-PART-000379","58","2025-06-01","2025-12-24","true","true","true","0.093","0.956","56","34","7.8","SPECIAL","Instructions for ITEM-121","Quality requirements for ITEM-121","Test requirements for ITEM-121","Packaging requirements for ITEM-121","USER001","2025-05-14","USER006","2025-05-19","R5","APPROVED","Notes for BOM BOM-023"
